rel_typ_idx,metadata_idx,similarity_score,rel_typ_text,metadata_text,match_method,match_score,fuzzy_score
167,9248,1.0,elon musk changed the like button on election day on post with tag this is how he rigged the electio...,elon musk changed the like button on election day on post with tag this is how he rigged the electio...,similarity_full_text,1.0,
168,1418,1.0,margaret hamilton who took mankind to the moon. she is standing beside the codes she created to prog...,margaret hamilton who took mankind to the moon. she is standing beside the codes she created to prog...,similarity_full_text,1.0,
169,6888,1.0,i guess we can say goodbye to bitcoin 😔...,i guess we can say goodbye to bitcoin 😔...,similarity_full_text,1.0,
170,7512,1.0000000000000002,this is the most important day of your lives if the democrats win they will arrest and murder your c...,this is the most important day of your lives if the democrats win they will arrest and murder your c...,similarity_full_text,1.0000000000000002,
172,1663,1.0000000000000002,this is insane. i hate this company...,this is insane. i hate this company...,similarity_full_text,1.0000000000000002,
173,11626,1.0000000000000002,i have never known what the ‘ms.’ title option is for but recently learned it is for women who aren’...,i have never known what the ‘ms.’ title option is for but recently learned it is for women who aren’...,similarity_full_text,1.0000000000000002,
174,1532,1.0000000000000002,it’s terrible but i still think it’s wild that this can all be done with ai. imagine in 6 months…...,it’s terrible but i still think it’s wild that this can all be done with ai. imagine in 6 months…...,similarity_full_text,1.0000000000000002,
175,4546,1.0,"""strong minds discuss ideas. average minds discuss events. weak minds discuss people."" — socrates...","""strong minds discuss ideas. average minds discuss events. weak minds discuss people."" — socrates...",similarity_full_text,1.0,
176,8729,1.0,"thanks to the work of bill gates and other psychopaths, soon absolutely everything we consume from v...","thanks to the work of bill gates and other psychopaths, soon absolutely everything we consume from v...",similarity_full_text,1.0,
177,1650,,1995年，特朗普的车轮胎没气了，一名司机停下来帮助他，特朗普问他要多少钱？对方说，不要钱，如果真要回报，就要一束花送给自己的妻子，几周后特朗普送上一束鲜花和一张卡片，卡片上写着：我已将你的房贷还清了...,1995年，特朗普的车轮胎没气了，一名司机停下来帮助他，特朗普问他要多少钱？对方说，不要钱，如果真要回报，就要一束花送给自己的妻子，几周后特朗普送上一束鲜花和一张卡片，卡片上写着：我已将你的房贷还清了...,fuzzy_full_text,1.0,100.0
179,2135,1.0,"into the final ❤️,, i'm so emotional guys thank you for your support all through ❤️,, let's go 🙏...","into the final ❤️,, i'm so emotional guys thank you for your support all through ❤️,, let's go 🙏...",similarity_full_text,1.0,
180,1799,1.0,"breaking news: a liberal mp accepted over $21,000 in free travel for him and girlfriend to visit chi...","breaking news: a liberal mp accepted over $21,000 in free travel for him and girlfriend to visit chi...",similarity_full_text,1.0,
181,7775,1.0,you went on a 3 month maternity leave during the worst supply chain disaster in the history of ameri...,you went on a 3 month maternity leave during the worst supply chain disaster in the history of ameri...,similarity_full_text,1.0,
182,4999,1.0000000000000002,if you believe the cia was behind this ukrainian intelligence planned assassination attempt of give ...,if you believe the cia was behind this ukrainian intelligence planned assassination attempt of give ...,similarity_full_text,1.0000000000000002,
183,8709,1.0000000000000002,"it’s insane. a teen doesn’t want to become a mother, and for that, republicans send her to jail. thi...","it’s insane. a teen doesn’t want to become a mother, and for that, republicans send her to jail. thi...",similarity_full_text,1.0000000000000002,
184,9232,1.0,கால் நூற்றாண்டுக்கும் மேலாக சிறையில் தனது வாழ்வைப் பறிகொடுத்தவர் கோவை பாஷா அவர்கள். அவர் மட்டுமின்றி...,கால் நூற்றாண்டுக்கும் மேலாக சிறையில் தனது வாழ்வைப் பறிகொடுத்தவர் கோவை பாஷா அவர்கள். அவர் மட்டுமின்றி...,similarity_full_text,1.0,
185,394,1.0000000000000002,"biden gave $700 to hawaii victims, but he took $900 from them and sent it to ukraine. on the left is...","biden gave $700 to hawaii victims, but he took $900 from them and sent it to ukraine. on the left is...",similarity_full_text,1.0000000000000002,
186,4280,1.0,"zack snyder, you legend!...",what a legend!...,similarity_full_text,1.0,
187,2675,1.0000000000000002,thank you so much mr. richer for the clarification regarding my ballots! i see you had no problem sh...,thank you so much mr. richer for the clarification regarding my ballots! i see you had no problem sh...,similarity_full_text,1.0000000000000002,
188,13222,1.0000000000000002,breaking: the state of idaho is banning all pronouns in schools starting july 1. do you support this...,breaking: the state of idaho is banning all pronouns in schools starting july 1. do you support this...,similarity_full_text,1.0000000000000002,
189,4791,1.0000000000000002,"i just witnessed the most disturbing thing in mt. p. this man, who’s handcuffed and has a bag over h...","i just witnessed the most disturbing thing in mt. p. this man, who’s handcuffed and has a bag over h...",similarity_full_text,1.0000000000000002,
190,9349,1.0000000000000002,donald trump got 74 million votes and there are 133 million registered voters in the usa if every si...,donald trump got 74 million votes and there are 133 million registered voters in the usa if every si...,similarity_full_text,1.0000000000000002,
191,3615,1.0,"yeah, the guy had nazi tattoos. rational inquiry still requires examining additional context. these ...","yeah, the guy had nazi tattoos. rational inquiry still requires examining additional context. these ...",similarity_full_text,1.0,
192,3193,1.0000000000000002,breaking news: tucker carlson and elon musk are officially launching his show on twitter! do you sup...,breaking news: tucker carlson and elon musk are officially launching his show on twitter! do you sup...,similarity_full_text,1.0000000000000002,
193,416,1.0,climate change caught on camera...,climate change caught on camera...,similarity_full_text,1.0,
194,8146,1.0000000000000002,le prix de l'humour 2024 est décerné à ce grand blessé...,le prix de l'humour 2024 est décerné à ce grand blessé...,similarity_full_text,1.0000000000000002,
195,4580,1.0000000000000007,𝐂𝐀𝐋𝐋𝐈𝐍𝐆 𝐎𝐍 𝐎𝐔𝐑 𝐇𝐔𝐒𝐓𝐋𝐄𝐑𝐒: 𝐑𝐈𝐃𝐄𝐑𝐒 𝐉𝐎𝐁𝐒 𝐈𝐍 𝐃𝐔𝐁𝐀𝐈 officials from a united arab emirates company will be ...,𝐂𝐀𝐋𝐋𝐈𝐍𝐆 𝐎𝐍 𝐎𝐔𝐑 𝐇𝐔𝐒𝐓𝐋𝐄𝐑𝐒: 𝐑𝐈𝐃𝐄𝐑𝐒 𝐉𝐎𝐁𝐒 𝐈𝐍 𝐃𝐔𝐁𝐀𝐈 officials from a united arab emirates company will be ...,similarity_full_text,1.0000000000000007,
196,6180,1.0,elon musk is rumored to be a guest speaker at the rnc convention....,elon musk is rumored to be a guest speaker at the rnc convention....,similarity_full_text,1.0,
197,10149,1.0000000000000002,🚨 ⚠️breaking: us-owned cargo ship is struck by a missile near the yemeni coast....,🚨 ⚠️breaking: us-owned cargo ship is struck by a missile near the yemeni coast....,similarity_full_text,1.0000000000000002,
198,4119,1.0000000000000002,wikipedia is considered common knowledge and doesn’t require citations....,wikipedia is considered common knowledge and doesn’t require citations....,similarity_full_text,1.0000000000000002,
199,15471,1.0,donald trump is officially a convicted sexual abuser...,donald trump is officially a convicted sexual abuser...,similarity_full_text,1.0,
200,2278,1.0000000000000002,"as i said on radio 4 today this morning, it is morally wrong to bomb refugee camps. i am appalled by...","as i said on radio 4 today this morning, it is morally wrong to bomb refugee camps. i am appalled by...",similarity_full_text,1.0000000000000002,
201,9503,1.0000000000000002,bro locked tf in...,bro locked tf in...,similarity_full_text,1.0000000000000002,
202,1566,1.0,which vehicle would you choose?...,which vehicle would you choose?...,similarity_full_text,1.0,
203,2034,1.0000000000000002,"i find it kinda odd how robin van persie is only associated with manchester united now. ok, he won t...","i find it kinda odd how robin van persie is only associated with manchester united now. ok, he won t...",similarity_full_text,1.0000000000000002,
204,235,1.0,"mexican tv reports that dozens of u.s. at-4 weapons systems, which were originally shipped to ukrain...","mexican tv reports that dozens of u.s. at-4 weapons systems, which were originally shipped to ukrain...",similarity_full_text,1.0,
205,7635,1.0000000000000004,"the us is besieging china. china is not besieging the us. yet ""americans name china as the country p...","the us is besieging china. china is not besieging the us. yet ""americans name china as the country p...",similarity_full_text,1.0000000000000004,
206,3292,1.0,anthony huber and joseph rosenbaum are victims. they should be alive today. the only reason they’re ...,anthony huber and joseph rosenbaum are victims. they should be alive today. the only reason they’re ...,similarity_full_text,1.0,
207,1557,1.0000000000000002,remember when i said depression wasn’t real 7 years ago and everyone lost their minds. mainstream ne...,remember when i said depression wasn’t real 7 years ago and everyone lost their minds. mainstream ne...,similarity_full_text,1.0000000000000002,
208,733,1.0,"don't understand how the writers of the simpsons do it... season 35, episode 8...","don't understand how the writers of the simpsons do it... season 35, episode 8...",similarity_full_text,1.0,
209,7537,1.0000000000000002,&gt;leave malaysia for the first time &gt;captured by hamas...,&gt;leave malaysia for the first time &gt;captured by hamas...,similarity_full_text,1.0000000000000002,
210,2158,1.0,"🚨🚨 breaking: riley gaines, who protested transgenders competing in women’s sports, has won an $8 mil...","🚨🚨 breaking: riley gaines, who protested transgenders competing in women’s sports, has won an $8 mil...",similarity_full_text,1.0,
211,7261,1.0,"this nurse on was clear that the nhs was much more short-staffed back in 2008, at the tail-end of a ...","this nurse on was clear that the nhs was much more short-staffed back in 2008, at the tail-end of a ...",similarity_full_text,1.0,
212,4716,1.0000000000000002,drawing this week! $75.000 in usdc! can you afford to miss this? grab your free entry today ➡️...,drawing this week! $75.000 in usdc! can you afford to miss this? grab your free entry today ➡️...,similarity_full_text,1.0000000000000002,
213,7472,1.0,omg gaga?????...,omg gaga?????...,similarity_full_text,1.0,
214,7508,1.0000000000000002,$10 in staked $tia a week ago = $1000 in $dym airdrop today 10+ airdrops coming for $tia stakers. st...,$10 in staked $tia a week ago = $1000 in $dym airdrop today 10+ airdrops coming for $tia stakers. st...,similarity_full_text,1.0000000000000002,
215,9602,1.0000000000000002,there is no greater honor an american can do than die for israel 🇮🇱...,there is no greater honor an american can do than die for israel 🇮🇱...,similarity_full_text,1.0000000000000002,
216,10073,1.0,"gymnastics artem dolgopyat, an israeli olympic gymnast born in ukraine came to israel and enlisted i...","gymnastics artem dolgopyat, an israeli olympic gymnast born in ukraine came to israel and enlisted i...",similarity_full_text,1.0,
217,327,1.0000000000000002,"new: the texas republican party has voted to shut out log cabin republicans, an organization of gay ...","new: the texas republican party has voted to shut out log cabin republicans, an organization of gay ...",similarity_full_text,1.0000000000000002,
218,10911,1.0000000000000002,do the so-called global elites want us dead? they are warning us that disease x “could result in 20 ...,do the so-called global elites want us dead? they are warning us that disease x “could result in 20 ...,similarity_full_text,1.0000000000000002,
219,1713,1.0000000000000002,"to celebrate the reveal of 𝕏, twitter’s letting us verify the first 3,000 people to like the tweet a...","to celebrate the reveal of 𝕏, twitter’s letting us verify the first 3,000 people to like the tweet a...",similarity_full_text,1.0000000000000002,
220,5446,1.0,❗️the us is evacuating its embassy in beirut and recommending that all american citizens leave leban...,❗️the us is evacuating its embassy in beirut and recommending that all american citizens leave leban...,similarity_full_text,1.0,
221,11611,1.0,breaking 🚨 elon musk elon musk and his platform x to launch their own stock trading &amp; crypto tra...,breaking 🚨 elon musk elon musk and his platform x to launch their own stock trading &amp; crypto tra...,similarity_full_text,1.0,
222,13520,1.0000000000000002,are you still doubting the supernatural spell that had been cast and the biblical war that is reachi...,are you still doubting the supernatural spell that had been cast and the biblical war that is reachi...,similarity_full_text,1.0000000000000002,
223,10042,1.0000000000000002,today's front page of the national 🗞️ labour's message after voting for two-child cap...,today's front page of the national 🗞️ labour's message after voting for two-child cap...,similarity_full_text,1.0000000000000002,
224,8154,1.0,jack ma's son (china's richest man) arrives in new york city in a maybach to go shopping...,jack ma's son (china's richest man) arrives in new york city in a maybach to go shopping...,similarity_full_text,1.0,
225,4073,1.0000000000000002,"of course i know how jewish brits feel about 7/10 and aftermath, though most such i know are ashamed...","of course i know how jewish brits feel about 7/10 and aftermath, though most such i know are ashamed...",similarity_full_text,1.0000000000000002,
226,8870,1.0000000000000002,🔥🚨developing: x made a new policy where if you are a journalist investigating in anything that could...,🔥🚨developing: x made a new policy where if you are a journalist investigating in anything that could...,similarity_full_text,1.0000000000000002,
227,115,1.0,"breaking: 86% of children suffered an adverse reaction from the covid vaccine, according to pfizer c...","breaking: 86% of children suffered an adverse reaction from the covid vaccine, according to pfizer c...",similarity_full_text,1.0,
228,6187,,"anies datang ke samarinda, nama prabowo yang menggema. 😂😂...","anies datang ke samarinda, nama prabowo yang menggema. 😂😂...",fuzzy_full_text,1.0,100.0
229,9435,1.0000000000000004,"🚀 with the massive success on our last pump over 1000%, we are planning for a way bigger one. 🚀 🛎pum...","🚀 with the massive success on our last pump over 1000%, we are planning for a way bigger one. 🚀 🛎pum...",similarity_full_text,1.0000000000000004,
230,12727,1.0,"ukrainian special forces killed former lawmaker near moscow, officials say...","ukrainian special forces killed former lawmaker near moscow, officials say...",similarity_full_text,1.0,
231,15068,1.0,this palestinian woman was denied vital treatment for her burns in an israeli prison. she’s been rel...,this palestinian woman was denied vital treatment for her burns in an israeli prison. she’s been rel...,similarity_full_text,1.0,
232,16262,1.0000000000000002,🔴 breaking: racist cop martin blake who shot and killed chris kaba has been cleared of murder. anoth...,🔴 breaking: racist cop martin blake who shot and killed chris kaba has been cleared of murder. anoth...,similarity_full_text,1.0000000000000002,
233,15301,1.0,american astronauts are really skilled at holding their breath...,american astronauts are really skilled at holding their breath...,similarity_full_text,1.0,
234,1870,1.0,"◑ ""if you're going through hell, keep going.""...","◑ ""if you're going through hell, keep going.""...",similarity_full_text,1.0,
235,16160,1.0000000000000002,this is the common background of someone working at on autopilot. it was very common for an assistan...,this is the common background of someone working at on autopilot. it was very common for an assistan...,similarity_full_text,1.0000000000000002,
236,4679,1.0000000000000002,"🇺🇦🇫🇷 french farmers cover ukrainian embassy in manure, after the latter called on the french to stop...","🇺🇦🇫🇷 french farmers cover ukrainian embassy in manure, after the latter called on the french to stop...",similarity_full_text,1.0000000000000002,
237,102,1.0,journo has upset a lot of people with his interview with vladimir putin. the eu have threatened to s...,journo has upset a lot of people with his interview with vladimir putin. the eu have threatened to s...,similarity_full_text,1.0,
238,3115,1.0000000000000002,cardano is becoming a bitcoin l2 🤯 didn't see that coming! bitcoin defi will be the biggest opportun...,cardano is becoming a bitcoin l2 🤯 didn't see that coming! bitcoin defi will be the biggest opportun...,similarity_full_text,1.0000000000000002,
239,5697,1.0,"judges fined bjorn hocke, afd politician, €13,000 for using the phrase “alles fur deutschland” (“eve...","judges fined bjorn hocke, afd politician, €13,000 for using the phrase “alles fur deutschland” (“eve...",similarity_full_text,1.0,
240,6105,1.0,stockholm continues to stand with palestine against the israeli occupation and its apartheid regime....,stockholm continues to stand with palestine against the israeli occupation and its apartheid regime....,similarity_full_text,1.0,
241,7317,1.0000000000000002,"the push for world war is real. zelenskyy: ""the u.s. will have to send their sons and daughters exac...","the push for world war is real. zelenskyy: ""the u.s. will have to send their sons and daughters exac...",similarity_full_text,1.0000000000000002,
242,6244,1.0000000000000002,scoop: trump told lockheed ceo jim taiclet that he plans to cancel the $1t f-35 contract that was st...,scoop: trump told lockheed ceo jim taiclet that he plans to cancel the $1t f-35 contract that was st...,similarity_full_text,1.0000000000000002,
243,14151,1.0,us man who says idf kidnapped his mother calls on biden to take action...,us man who says idf kidnapped his mother calls on biden to take action...,similarity_full_text,1.0,
244,9540,1.0,"so basically the 5 people on board died days ago, but biden allowed for the story to dominate all ne...","so basically the 5 people on board died days ago, but biden allowed for the story to dominate all ne...",similarity_full_text,1.0,
245,9072,1.0000000000000002,at ~ 12:00 utc the the earth took a belly punch from from the venus-sun-neptune (ref ). it hit aroun...,at ~ 12:00 utc the the earth took a belly punch from from the venus-sun-neptune (ref ). it hit aroun...,similarity_full_text,1.0000000000000002,
246,5225,1.0000000000000002,wow turns out somebody was really in an awful hurry to get sworn in early as a us senator. the rest ...,wow turns out somebody was really in an awful hurry to get sworn in early as a us senator. the rest ...,similarity_full_text,1.0000000000000002,
247,7637,1.0,what church did you grow up in?...,what church did you grow up in?...,similarity_full_text,1.0,
248,3,1.0,thank u for the money...,thank u for the money...,similarity_full_text,1.0,
249,14256,1.0,we don’t want to defeat them! we want to defeat criminal neo-nazi kiev regime installed by your coun...,we don’t want to defeat them! we want to defeat criminal neo-nazi kiev regime installed by your coun...,similarity_full_text,1.0,
250,12538,1.0000000000000002,we heard your concerns and feedback around this post and agree that this message could have been bet...,we heard your concerns and feedback around this post and agree that this message could have been bet...,similarity_full_text,1.0000000000000002,
251,7621,1.0,german mps have been briefed by the federal civil protection agency that if ukraine crumbles within ...,german mps have been briefed by the federal civil protection agency that if ukraine crumbles within ...,similarity_full_text,1.0,
252,3974,1.0000000000000002,msu police have identified the michigan state shooter as physics graduate student samuel hydelburg....,msu police have identified the michigan state shooter as physics graduate student samuel hydelburg....,similarity_full_text,1.0000000000000002,
253,8883,1.0000000000000002,the left will never shut tucker and the truth down!!❤️🤍💙🇺🇸tucker carlson accepts news director posit...,the left will never shut tucker and the truth down!!❤️🤍💙🇺🇸tucker carlson accepts news director posit...,similarity_full_text,1.0000000000000002,
254,5174,1.0000000000000002,moderna shown in a us hearing that their mrna vaccines cause cancer maybe that’s why cancer is skyro...,moderna shown in a us hearing that their mrna vaccines cause cancer maybe that’s why cancer is skyro...,similarity_full_text,1.0000000000000002,
256,8955,1.0,shame on this world...,shame on this world...,similarity_full_text,1.0,
257,4140,1.0000000000000002,"video of a flash floods going down elysian park, near dodger stadium🌊...","video of a flash floods going down elysian park, near dodger stadium🌊...",similarity_full_text,1.0000000000000002,
258,10912,1.0000000000000002,open the link to read the comments on this story. the general public knows what’s up. overwhelming m...,open the link to read the comments on this story. the general public knows what’s up. overwhelming m...,similarity_full_text,1.0000000000000002,
259,15491,1.0000000000000002,𝐔𝐑𝐆𝐄𝐍𝐓𝐋𝐘 𝐖𝐀𝐍𝐓𝐄𝐃: 𝐀𝐔 𝐏𝐀𝐈𝐑𝐒 / 𝐍𝐀𝐍𝐍𝐈𝐄𝐒 (𝐍𝐎𝐓 𝐇𝐎𝐔𝐒𝐄𝐌𝐀𝐈𝐃𝐒) a saudi arabian human resource team is currentl...,𝐔𝐑𝐆𝐄𝐍𝐓𝐋𝐘 𝐖𝐀𝐍𝐓𝐄𝐃: 𝐀𝐔 𝐏𝐀𝐈𝐑𝐒 / 𝐍𝐀𝐍𝐍𝐈𝐄𝐒 (𝐍𝐎𝐓 𝐇𝐎𝐔𝐒𝐄𝐌𝐀𝐈𝐃𝐒) a saudi arabian human resource team is currentl...,similarity_full_text,1.0000000000000002,
260,1292,1.0,your iq is 140 if you can name 10 of these historical figures...,your iq is 140 if you can name 10 of these historical figures...,similarity_full_text,1.0,
261,795,1.0000000000000002,i just heard this in the early news: a norwegian cruise ship is under quarantine because some passen...,i just heard this in the early news: a norwegian cruise ship is under quarantine because some passen...,similarity_full_text,1.0000000000000002,
262,3449,1.0000000000000002,statement of caretaker prime minister anwaar-ul-haq kakar the people of pakistan have spoken with a ...,statement of caretaker prime minister anwaar-ul-haq kakar the people of pakistan have spoken with a ...,similarity_full_text,1.0000000000000002,
263,12613,1.0000000000000002,"looks like this video is trying to be suppressed, they’ve already rushed to add 2 community notes & ...","looks like this video is trying to be suppressed, they’ve already rushed to add 2 community notes & ...",similarity_full_text,1.0000000000000002,
264,878,1.0000000000000002,the unelected ‘world health leader’....,the unelected ‘world health leader’....,similarity_full_text,1.0000000000000002,
265,409,1.0000000000000002,🇫🇷macron in the french media you don’t require a translator to understand this headline! this story ...,🇫🇷macron in the french media you don’t require a translator to understand this headline! this story ...,similarity_full_text,1.0000000000000002,
267,1251,1.0,dame didn't come to milwaukee to waste his time 🗣️...,dame didn't come to milwaukee to waste his time 🗣️...,similarity_full_text,1.0,
268,2673,1.0000000000000002,journal: the bomb that was thrown at baptist hospital in was an american mk-84....,journal: the bomb that was thrown at baptist hospital in was an american mk-84....,similarity_full_text,1.0000000000000002,
269,11802,1.0,this is a cultural practice in namibia. a bachelor is seduced by the sisters of his intending bride....,this is a cultural practice in namibia. a bachelor is seduced by the sisters of his intending bride....,similarity_full_text,1.0,
270,10894,1.0,"deathbed confession regarding the ""moon landing"" a must listen. cyrus eugene akers detailed the info...","deathbed confession regarding the ""moon landing"" a must listen. cyrus eugene akers detailed the info...",similarity_full_text,1.0,
271,15142,1.0,ok this is funny...,ok this is funny...,similarity_full_text,1.0,
272,15015,1.0000000000000002,ucsd has sent border patrol to campus. if someone that you know is undocumented and at ucsd warn the...,ucsd has sent border patrol to campus. if someone that you know is undocumented and at ucsd warn the...,similarity_full_text,1.0000000000000002,
273,1593,1.0000000000000002,just in🚨: :a kilometer wide asteroid could potentially crash into earth's orbit next week...,just in🚨: :a kilometer wide asteroid could potentially crash into earth's orbit next week...,similarity_full_text,1.0000000000000002,
274,11980,1.0000000000000002,this is verified by a recent community note btw...,this is verified by a recent community note btw...,similarity_full_text,1.0000000000000002,
275,1799,1.0,"breaking news: a liberal mp accepted over $21,000 in free travel for him and girlfriend to visit chi...","breaking news: a liberal mp accepted over $21,000 in free travel for him and girlfriend to visit chi...",similarity_full_text,1.0,
276,2900,1.0,"💥powered by 24 rare earth magnets, this convertible cube is the perfect present for anyone,🎁 from ki...","💥powered by 24 rare earth magnets, this convertible cube is the perfect present for anyone,🎁 from ki...",similarity_full_text,1.0,
277,5432,1.0,the sea is on fire but some people *still* think capitalism can be managed....,the sea is on fire but some people *still* think capitalism can be managed....,similarity_full_text,1.0,
278,16415,1.0000000000000002,we want nothing to do with you. stop stealing from our people while your wife drops tens of thousand...,we want nothing to do with you. stop stealing from our people while your wife drops tens of thousand...,similarity_full_text,1.0000000000000002,
279,11234,1.0,फिल्मी स्टाइल में किया मर्डर सोशल मीडिया पर जमकर हो रहा है वायरल वीडियो मुजफ्फरनगर जिले का बताया जा ...,फिल्मी स्टाइल में किया मर्डर सोशल मीडिया पर जमकर हो रहा है वायरल वीडियो मुजफ्फरनगर जिले का बताया जा ...,similarity_full_text,1.0,
280,8191,1.0000000000000002,spider-man: beyond the spider-verse has been delayed to march 27th 2027...,spider-man: beyond the spider-verse has been delayed to march 27th 2027...,similarity_full_text,1.0000000000000002,
281,4139,1.0,miami dolphins qb tua tagovailoa will be sitting front row tonight in doral for the trump speech 🇺🇸...,miami dolphins qb tua tagovailoa will be sitting front row tonight in doral for the trump speech 🇺🇸...,similarity_full_text,1.0,
282,424,1.0000000000000002,"that there is physically already enough housing for everyone and more, but because some people own i...","that there is physically already enough housing for everyone and more, but because some people own i...",similarity_full_text,1.0000000000000002,
283,9591,1.0,"breaking: ""to combat russia and iran, the recommended way forward will be to invoke the selective se...","breaking: ""to combat russia and iran, the recommended way forward will be to invoke the selective se...",similarity_full_text,1.0,
284,2308,1.0000000000000002,"if he's in the country without a green card, he's illegal....","if he's in the country without a green card, he's illegal....",similarity_full_text,1.0000000000000002,
285,6848,1.0000000000000004,🇨🇳 meanwhile in china international robotics conference in beijing is underway. china is years ahead...,🇨🇳 meanwhile in china international robotics conference in beijing is underway. china is years ahead...,similarity_full_text,1.0000000000000004,
286,13078,1.0,fyi to everyone who uses discord. be safe!...,fyi to everyone who uses discord. be safe!...,similarity_full_text,1.0,
287,6983,1.0,"trump on nato: i hate to tell you this about nato. if we ever needed the help, let's say we were att...","trump on nato: i hate to tell you this about nato. if we ever needed the help, let's say we were att...",similarity_full_text,1.0,
288,11806,1.0000000000000002,adin ross reacts to the family he surprised selling the gifts on ebay. 💀...,adin ross reacts to the family he surprised selling the gifts on ebay. 💀...,similarity_full_text,1.0000000000000002,
289,8614,1.0,wow! michelle obama was glowing when she was pregnant! it’s crazy how many images of her during her ...,wow! michelle obama was glowing when she was pregnant! it’s crazy how many images of her during her ...,similarity_full_text,1.0,
290,3578,1.0,"lithuania and moldova — two countries bordering ukraine — introduce a state of emergency, leaders sa...","lithuania and moldova — two countries bordering ukraine — introduce a state of emergency, leaders sa...",similarity_full_text,1.0,
291,720,1.0000000000000004,"vladimir putin's letter to the world:* dear inhabitants of our beautiful planet earth, i, the presid...","vladimir putin's letter to the world:* dear inhabitants of our beautiful planet earth, i, the presid...",similarity_full_text,1.0000000000000004,
292,8776,1.0,"bellingcat journalists found that over the past six months, alexey arestovich has spent more than $5...","bellingcat journalists found that over the past six months, alexey arestovich has spent more than $5...",similarity_full_text,1.0,
293,8047,1.0000000000000002,"italy's entrant subtly shows the flag of palestine, but the uk's entrant, olly alexander, does fuck ...","italy's entrant subtly shows the flag of palestine, but the uk's entrant, olly alexander, does fuck ...",similarity_full_text,1.0000000000000002,
294,6560,1.0,today at our first council meeting i asked to make some opening remarks as party leader of the . i w...,today at our first council meeting i asked to make some opening remarks as party leader of the . i w...,similarity_full_text,1.0,
295,977,1.0,whitby abbey restored using drones...,whitby abbey restored using drones...,similarity_full_text,1.0,
296,12542,1.0000000000000002,ईरानी मिसाइल हमले के बाद इजरायली प्रधानमंत्री नेतन्याहू तेल अवीव में बंकर ढूंढने के लिए भागा ।...,ईरानी मिसाइल हमले के बाद इजरायली प्रधानमंत्री नेतन्याहू तेल अवीव में बंकर ढूंढने के लिए भागा ।...,similarity_full_text,1.0000000000000002,
297,8029,1.0,"‼️attention‼️ donald trump's attorney, alina habba, just exposed judge arthur engoron! he took a $10...","‼️attention‼️ donald trump's attorney, alina habba, just exposed judge arthur engoron! he took a $10...",similarity_full_text,1.0,
298,8641,1.0,30-50% of foster kids are raped by their foster parents a study out of illinois from 1997-2003 shows...,30-50% of foster kids are raped by their foster parents a study out of illinois from 1997-2003 shows...,similarity_full_text,1.0,
299,11213,1.0,a satellite service in france measures the water levels of lakes and water reservoirs like the nova ...,a satellite service in france measures the water levels of lakes and water reservoirs like the nova ...,similarity_full_text,1.0,
301,3194,1.0,"starting today, young children no longer need work permits to get a job in arkansas....","starting today, young children no longer need work permits to get a job in arkansas....",similarity_full_text,1.0,
302,1288,1.0000000000000002,$xrp michael saylor gets stumped for the first time in an interview. he was questioned about in the ...,$xrp michael saylor gets stumped for the first time in an interview. he was questioned about in the ...,similarity_full_text,1.0000000000000002,
303,14892,1.0000000000000002,"monthly minimum wage: 🇱🇺 luxembourg: $2,140 🇦🇺 australia: $2,022 🇳🇱 netherlands: $1,895 🇳🇿 new zeala...","monthly minimum wage: 🇱🇺 luxembourg: $2,140 🇦🇺 australia: $2,022 🇳🇱 netherlands: $1,895 🇳🇿 new zeala...",similarity_full_text,1.0000000000000002,
304,88,1.0000000000000002,"the last presidential candidate to be removed from the ballots was abraham lincoln, by the democrats...","the last presidential candidate to be removed from the ballots was abraham lincoln, by the democrats...",similarity_full_text,1.0000000000000002,
306,1739,1.0000000000000002,real life example of florida taking educational opportunities away from our students ⬇️...,real life example of florida taking educational opportunities away from our students ⬇️...,similarity_full_text,1.0000000000000002,
307,4110,1.0000000000000002,homeowners in the plaza westport community are saying “not in our neighborhood” when it comes to ano...,homeowners in the plaza westport community are saying “not in our neighborhood” when it comes to ano...,similarity_full_text,1.0000000000000002,
308,12441,1.0000000000000002,"oooops, keir! this puts the cat among the pigeons! what on earth could have given the such a boost? ...","oooops, keir! this puts the cat among the pigeons! what on earth could have given the such a boost? ...",similarity_full_text,1.0000000000000002,
309,1415,1.0000000000000002,so if puerto ricans are americans then why doesn’t it say bad bunny is an american?...,so if puerto ricans are americans then why doesn’t it say bad bunny is an american?...,similarity_full_text,1.0000000000000002,
310,4148,1.0000000000000002,the denver nuggets championship parade is legendary 🔥🔥🔥...,the denver nuggets championship parade is legendary 🔥🔥🔥...,similarity_full_text,1.0000000000000002,
311,11943,1.0,watch carefully. his mask...,watch carefully. his mask...,similarity_full_text,1.0,
312,1206,1.0,this one’s lit...,this one’s lit...,similarity_full_text,1.0,
313,3278,1.0,we have just ran an exact still from the kate middleton video. 96.02% chance of it being ai generate...,we have just ran an exact still from the kate middleton video. 96.02% chance of it being ai generate...,similarity_full_text,1.0,
314,2300,1.0,policeman in liverpool. 🙌...,policeman in liverpool. 🙌...,similarity_full_text,1.0,
315,12074,1.0,stephen king paid $8 and is now pretending he didn't for clout. how very twitter....,stephen king paid $8 and is now pretending he didn't for clout. how very twitter....,similarity_full_text,1.0,
